r (m)	z (m)	Br (T)	Bz (T)	B (T)	Theta (°)	Ic (A)	I (A)	I/Ic (%)
0.048860	-0.000716	-0.026970	-0.361337	0.362342	-94.268597	212.339673	120.000000	56.513226
0.040151	-0.000272	-0.008938	0.303665	0.303797	91.685938	245.948837	120.000000	48.790635
0.039668	-0.000206	-0.005193	0.337360	0.337400	90.881933	234.945571	120.000000	51.075660
0.049383	-0.001078	-0.036297	-0.400393	0.402035	-95.179868	195.066918	120.000000	61.517351
0.039733	-0.000188	-0.004478	0.333234	0.333264	90.769876	236.551817	120.000000	50.728843
0.040016	-0.000207	-0.004682	0.313569	0.313604	90.855348	243.601750	120.000000	49.260730
0.039838	-0.000136	-0.001243	0.325920	0.325923	90.218467	239.803394	120.000000	50.040993
0.039935	-0.000136	-0.001192	0.319838	0.319840	90.213500	241.998891	120.000000	49.587004
0.039886	-0.000102	-0.000392	0.322798	0.322799	90.069554	241.087896	120.000000	49.774378
0.039351	-0.000136	-0.001399	0.360313	0.360316	90.222452	227.782574	120.000000	52.681818
0.077688	0.007229	0.024362	-0.075965	0.079776	-72.218637	--	0.000000	--
0.073798	0.010776	0.044487	-0.078441	0.090178	-60.440466	--	0.000000	--
0.075100	0.009414	0.038712	-0.083657	0.092179	-65.167585	--	0.000000	--
0.038864	-0.000136	-0.001271	0.393003	0.393005	90.185363	216.974113	120.000000	55.306137
0.049667	-0.001306	-0.043859	-0.427527	0.429771	-95.857406	184.074592	120.000000	65.190963
0.038961	-0.000130	-0.001263	0.387706	0.387708	90.186601	218.695748	120.000000	54.870751
0.070942	0.013281	0.065104	-0.086413	0.108193	-53.005148	--	0.000000	--
0.038912	-0.000102	-0.000594	0.390342	0.390343	90.087129	217.980968	120.000000	55.050678
0.067282	0.013372	0.094854	-0.098602	0.136820	-46.109949	--	0.000000	--
0.039302	-0.000102	-0.000599	0.363330	0.363331	90.094463	226.926564	120.000000	52.880543
0.039058	-0.000107	-0.000483	0.380686	0.380687	90.072741	221.161099	120.000000	54.259090
0.039205	-0.000084	0.000379	0.370242	0.370242	89.941372	224.807240	120.000000	53.379064
0.040268	-0.000221	-0.005695	0.294498	0.294553	91.107787	251.091371	120.000000	47.791368
0.064601	0.014518	0.106366	-0.102458	0.147686	-43.927945	--	0.000000	--
0.038766	-0.000136	-0.001204	0.401206	0.401208	90.172008	214.352083	120.000000	55.982661
0.039107	-0.000079	0.001381	0.376932	0.376934	89.790037	222.792247	120.000000	53.861838
0.056344	0.013288	0.225857	-0.139157	0.265285	-31.638362	--	0.000000	--
0.058804	0.015034	0.191283	-0.117667	0.224577	-31.597642	--	0.000000	--
0.038565	-0.000188	-0.004669	0.414160	0.414187	90.645923	209.500023	120.000000	57.279230
0.049846	-0.001231	-0.041713	-0.446216	0.448162	-95.340586	179.880753	120.000000	66.710862
0.038669	-0.000136	-0.001240	0.406883	0.406885	90.174565	212.538828	120.000000	56.460272
0.062053	0.015635	0.131164	-0.108407	0.170165	-39.573778	--	0.000000	--
0.038718	-0.000102	-0.000495	0.403989	0.403990	90.070270	213.617336	120.000000	56.175216
0.054709	0.011140	0.219572	-0.199328	0.296553	-42.233261	--	0.000000	--
0.049919	-0.001106	-0.037210	-0.447350	0.448895	-94.754854	181.306035	120.000000	66.186434
0.038474	-0.000131	-0.001160	0.421206	0.421207	90.157859	208.067961	120.000000	57.673464
0.040382	-0.000219	-0.007048	0.288126	0.288213	91.401349	253.946224	120.000000	47.254099
0.040317	-0.000195	-0.005373	0.292024	0.292073	91.054037	252.360971	120.000000	47.550935
0.052672	0.008127	0.246106	-0.300196	0.388182	-50.654502	--	0.000000	--
0.053819	0.009248	0.214345	-0.260932	0.337683	-50.598315	--	0.000000	--
0.051021	0.006307	0.203348	-0.405086	0.453261	-63.343894	--	0.000000	--
0.038425	-0.000102	-0.000494	0.423882	0.423883	90.066758	207.384271	120.000000	57.863598
0.038133	-0.000102	-0.000261	0.443851	0.443851	90.033637	201.361065	120.000000	59.594440
0.038328	-0.000079	0.001086	0.430706	0.430707	89.855546	205.629623	120.000000	58.357351
0.038231	-0.000084	0.000557	0.437029	0.437029	89.927018	203.592428	120.000000	58.941288
0.050313	-0.000511	-0.013109	-0.445711	0.445904	-91.684684	--	0.000000	--
0.050316	-0.000635	-0.022580	-0.445976	0.446547	-92.898505	--	0.000000	--
0.038036	-0.000084	0.000756	0.450731	0.450731	89.903841	199.529941	120.000000	60.141350
0.037695	-0.000136	-0.000720	0.473182	0.473183	90.087199	192.661316	120.000000	62.285467
0.037792	-0.000130	-0.000714	0.468021	0.468021	90.087404	194.148880	120.000000	61.808237
0.050171	-0.000834	-0.027996	-0.452208	0.453073	-93.542626	--	0.000000	--
0.050467	0.005304	0.189729	-0.401097	0.443707	-64.684691	--	0.000000	--
0.050214	-0.000313	-0.007854	-0.449415	0.449484	-91.001156	--	0.000000	--
0.037744	-0.000102	-0.000102	0.470591	0.470591	90.012381	193.539767	120.000000	62.002761
0.050064	-0.000921	-0.029462	-0.452490	0.453449	-93.725273	--	0.000000	--
0.037890	-0.000107	0.000046	0.461039	0.461039	89.994337	196.341897	120.000000	61.117877
0.037938	-0.000079	0.001806	0.457349	0.457352	89.773703	197.802963	120.000000	60.666432
0.050208	-0.000128	-0.004465	-0.447665	0.447688	-90.571501	--	0.000000	--
0.037597	-0.000136	-0.000650	0.481393	0.481393	90.077333	190.335804	120.000000	63.046467
0.050186	0.000004	0.001670	-0.448104	0.448107	-89.786488	--	0.000000	--
0.037396	-0.000188	-0.004246	0.494263	0.494281	90.492228	185.946502	120.000000	64.534691
0.037500	-0.000136	-0.000699	0.486992	0.486992	90.082211	188.745486	120.000000	63.577680
0.050036	0.000362	0.009694	-0.453053	0.453156	-88.774253	--	0.000000	--
0.037549	-0.000102	0.000003	0.484113	0.484113	89.999669	189.707410	120.000000	63.255305
0.050068	0.000284	0.008015	-0.454223	0.454294	-88.989065	--	0.000000	--
0.050095	0.000153	0.004356	-0.451138	0.451159	-89.446791	--	0.000000	--
0.049898	0.000464	0.016450	-0.446774	0.447077	-87.891375	194.800938	120.000000	61.601346
0.042399	-0.000411	-0.016797	0.145386	0.146353	96.590491	324.833620	120.000000	36.941989
0.088314	-0.006382	-0.011894	-0.047104	0.048582	-104.170822	--	0.000000	--
0.040536	-0.000207	-0.005219	0.276437	0.276486	91.081584	260.132871	120.000000	46.130272
0.049354	0.001354	0.043900	-0.410125	0.412468	-83.890345	189.091966	120.000000	63.461184
0.041661	-0.000263	-0.007541	0.198051	0.198194	92.180517	301.206986	120.000000	39.839713
0.088858	-0.005004	-0.008407	-0.049958	0.050661	-99.552312	--	0.000000	--
0.049440	0.001052	0.040560	-0.410591	0.412590	-84.358417	190.176815	120.000000	63.099174
0.041514	-0.000225	-0.005384	0.209665	0.209734	91.470877	296.034122	120.000000	40.535868
0.041311	-0.000288	-0.010198	0.224721	0.224952	92.598462	283.974914	120.000000	42.257254
0.042231	-0.000344	-0.012680	0.156809	0.157321	94.622926	321.927344	120.000000	37.275492
0.049082	0.002230	0.082280	-0.373602	0.382555	-77.579733	187.597458	120.000000	63.966752
0.049620	0.000636	0.022171	-0.428941	0.429513	-87.041136	195.695953	120.000000	61.319612
0.041437	-0.000219	-0.007394	0.214126	0.214254	91.977807	292.174850	120.000000	41.071297
0.042177	-0.000286	-0.010020	0.161820	0.162130	93.543414	321.452661	120.000000	37.330536
0.041826	-0.000219	-0.007556	0.186275	0.186428	92.322803	308.199426	120.000000	38.935829
0.049554	0.003081	0.115957	-0.419242	0.434982	-74.539163	171.701759	120.000000	69.888626
0.041119	-0.000289	-0.010048	0.235258	0.235473	92.445570	278.404141	120.000000	43.102807
0.049776	0.003454	0.118803	-0.419462	0.435962	-74.186419	171.292977	120.000000	70.055412
0.042051	-0.000263	-0.008431	0.170608	0.170816	92.829066	317.129438	120.000000	37.839439
0.041903	-0.000225	-0.005531	0.181840	0.181924	91.742097	312.463649	120.000000	38.404467
0.049663	0.004271	0.153861	-0.401963	0.430404	-69.054419	170.500072	120.000000	70.381202
0.040966	-0.000219	-0.007419	0.247261	0.247373	91.718714	274.374194	120.000000	43.735891
0.021022	0.025467	0.245935	0.519448	0.574726	64.664614	--	0.000000	--
0.040901	-0.000195	-0.005689	0.251200	0.251264	91.297354	273.074820	120.000000	43.944000
0.042557	-0.000305	-0.011371	0.133765	0.134248	94.858675	339.375517	120.000000	35.359062
0.019406	0.027032	0.207965	0.448592	0.494454	65.127819	--	0.000000	--
0.040811	-0.000166	-0.003688	0.258276	0.258303	90.818090	269.768794	120.000000	44.482536
0.015489	0.029000	0.158840	0.479536	0.505158	71.673226	--	0.000000	--
0.040617	-0.000136	-0.001682	0.270522	0.270527	90.356327	263.835541	120.000000	45.482879
0.040714	-0.000130	-0.001723	0.265202	0.265208	90.372272	266.563293	120.000000	45.017451
0.011825	0.028244	0.100371	0.510748	0.520517	78.882052	--	0.000000	--
0.022527	0.025313	0.230042	0.482331	0.534381	64.501732	--	0.000000	--
0.040666	-0.000102	-0.000973	0.267931	0.267933	90.208164	265.303504	120.000000	45.231216
0.009295	0.027492	0.096503	0.548704	0.557126	80.025201	--	0.000000	--
0.043013	-0.000276	-0.010003	0.099618	0.100119	95.734042	366.772028	120.000000	32.717871
0.006941	0.027106	0.071338	0.562367	0.566873	82.770505	--	0.000000	--
0.042927	-0.000263	-0.006862	0.106797	0.107018	93.676178	364.848317	120.000000	32.890381
0.042780	-0.000225	-0.004941	0.118467	0.118570	92.388147	356.800868	120.000000	33.632205
0.028107	0.022261	0.360878	0.435281	0.565422	50.338887	--	0.000000	--
0.042703	-0.000219	-0.007136	0.123130	0.123337	93.316786	351.586480	120.000000	34.131005
0.043188	-0.000284	-0.010661	0.087593	0.088240	96.939035	376.955697	120.000000	31.833980
0.029639	0.019474	0.448715	0.484824	0.660605	47.215077	--	0.000000	--
0.025922	0.025849	0.287352	0.452756	0.536246	57.597783	--	0.000000	--
0.043268	-0.000272	-0.008410	0.081432	0.081865	95.896164	384.852040	120.000000	31.180814
0.027876	0.014629	0.557515	0.752128	0.936226	53.452283	--	0.000000	--
0.026680	-0.000319	-0.007868	1.262641	1.262666	90.357006	95.404702	120.000000	125.779965
0.029364	0.016375	0.524764	0.648024	0.833854	50.999772	--	0.000000	--
0.043926	-0.000303	-0.009718	0.034612	0.035950	105.682724	428.504991	120.000000	28.004341
0.043772	-0.000284	-0.010121	0.045223	0.046342	102.615296	420.898899	120.000000	28.510410
0.043853	-0.000272	-0.007695	0.038668	0.039426	101.255384	428.807025	120.000000	27.984616
0.033474	0.000017	0.000462	0.763024	0.763024	89.965339	--	0.000000	--
0.043612	-0.000277	-0.010020	0.056723	0.057602	100.017405	409.634094	120.000000	29.294437
0.026403	0.013485	0.553926	0.855452	1.019132	57.075963	--	0.000000	--
0.043385	-0.000221	-0.005303	0.072224	0.072418	94.199045	397.427920	120.000000	30.194154
0.025463	0.012993	0.527735	0.912149	1.053812	59.947921	--	0.000000	--
0.043499	-0.000219	-0.006858	0.065080	0.065441	96.015744	402.653332	120.000000	29.802311
0.043434	-0.000195	-0.004866	0.069252	0.069423	94.019603	400.833745	120.000000	29.937599
0.044107	-0.000289	-0.007291	0.020921	0.022155	109.212974	438.109021	120.000000	27.390443
0.026446	0.010985	0.536860	0.986752	1.123342	61.450823	90.570353	120.000000	132.493687
0.044433	-0.000323	-0.009343	-0.003261	0.009895	-160.760449	431.812787	120.000000	27.789821
0.044301	-0.000323	-0.009704	0.003666	0.010374	159.302669	432.642688	120.000000	27.736514
0.026916	0.010403	0.515353	0.987370	1.113772	62.437908	91.243972	120.000000	131.515538
0.079286	0.006929	0.024934	-0.067838	0.072275	-69.819425	--	0.000000	--
0.044196	-0.000277	-0.008666	0.012666	0.015347	124.379742	435.333327	120.000000	27.565085
0.027431	0.010279	0.510448	0.992559	1.116123	62.784379	91.203043	120.000000	131.574558
0.044538	-0.000277	-0.007970	-0.012424	0.014761	-122.681611	436.384239	120.000000	27.498702
0.028295	-0.000084	0.002379	1.137618	1.137621	89.880206	103.748276	120.000000	115.664573
0.029056	0.008782	0.481017	0.917832	1.036240	62.341898	95.073911	120.000000	126.217591
0.025090	0.012642	0.509052	0.947238	1.075358	61.746147	--	0.000000	--
0.028610	0.009654	0.485688	0.930244	1.049403	62.430585	94.427398	120.000000	127.081761
0.044651	-0.000219	-0.005542	-0.021795	0.022489	-104.266548	440.615086	120.000000	27.234655
0.030046	0.006452	0.332872	0.960618	1.016657	70.887851	97.629399	120.000000	122.913796
0.044728	-0.000225	-0.002878	-0.027159	0.027311	-96.049935	440.660620	120.000000	27.231841
0.044961	-0.000276	-0.008924	-0.044961	0.045838	-101.226239	422.558045	120.000000	28.398465
0.037305	-0.000131	-0.000599	0.501239	0.501240	90.068441	184.885932	120.000000	64.904884
0.028625	0.003390	0.164637	1.094308	1.106623	81.444114	93.392856	120.000000	128.489485
0.025958	0.011268	0.528457	1.018532	1.147464	62.577838	89.649799	120.000000	133.854176
0.044876	-0.000263	-0.006122	-0.038821	0.039300	-98.961375	430.607368	120.000000	27.867614
0.028977	0.003555	0.171138	1.069763	1.083366	80.910998	94.553582	120.000000	126.912167
0.030261	0.005460	0.278849	0.937786	0.978366	73.440252	100.542772	120.000000	119.352189
0.045136	-0.000284	-0.007626	-0.058250	0.058747	-97.459045	410.718031	120.000000	29.217125
0.028463	0.002760	0.130477	1.111811	1.119441	83.306641	92.790727	120.000000	129.323268
0.045217	-0.000272	-0.004853	-0.065567	0.065746	-94.232882	404.670023	120.000000	29.653790
0.005632	0.027913	0.042098	0.488101	0.489913	85.070516	--	0.000000	--
0.029876	0.003851	0.198974	0.995687	1.015373	78.699078	98.131600	120.000000	122.284768
0.045333	-0.000221	-0.002642	-0.075176	0.075223	-92.012825	395.586410	120.000000	30.334712
0.045447	-0.000219	-0.004485	-0.083745	0.083865	-93.065660	387.172752	120.000000	30.993917
0.045382	-0.000195	-0.002068	-0.078933	0.078960	-91.500751	392.313894	120.000000	30.587752
0.027842	0.002158	0.104582	1.164292	1.168979	84.867213	91.024082	120.000000	131.833245
0.027245	0.001828	0.077851	1.210582	1.213082	86.320463	90.755169	120.000000	132.223874
0.047827	-0.000553	-0.015110	-0.270450	0.270872	-93.197851	256.399998	120.000000	46.801872
0.026886	0.001776	0.074525	1.240336	1.242573	86.561527	89.632416	120.000000	133.880136
0.047258	-0.000495	-0.015291	-0.226660	0.227175	-93.859520	278.502330	120.000000	43.087611
0.025704	0.011456	0.517517	1.014428	1.138810	62.971272	90.147836	120.000000	133.114677
0.047518	-0.000501	-0.016160	-0.252665	0.253181	-93.659618	264.131381	120.000000	45.431936
0.047387	-0.000451	-0.009510	-0.238655	0.238844	-92.281985	277.292371	120.000000	43.275623
0.045624	-0.000211	-0.004243	-0.096713	0.096806	-92.512060	376.193703	120.000000	31.898461
0.024941	0.012396	0.496369	0.972206	1.091589	62.952978	--	0.000000	--
0.024792	0.011972	0.479243	1.007548	1.115719	64.561765	--	0.000000	--
0.029902	0.000136	0.001157	1.017324	1.017324	89.934851	111.571019	120.000000	107.554812
0.045870	-0.000279	-0.006372	-0.116602	0.116776	-93.128133	358.364679	120.000000	33.485443
0.024820	0.012031	0.492951	1.003493	1.118034	63.838101	--	0.000000	--
0.026749	0.001624	0.070205	1.252055	1.254022	86.790679	89.410616	120.000000	134.212250
0.045754	-0.000206	-0.002581	-0.107107	0.107138	-91.380626	367.750378	120.000000	32.630830
0.024858	0.011841	0.487663	1.019775	1.130379	64.442548	--	0.000000	--
0.024899	0.012194	0.490079	0.988220	1.103067	63.622195	--	0.000000	--
0.045689	-0.000188	-0.001465	-0.101598	0.101609	-90.826367	372.440297	120.000000	32.219929
0.046055	-0.000283	-0.005904	-0.129483	0.129617	-92.610670	348.709722	120.000000	34.412577
0.046143	-0.000279	-0.007370	-0.137136	0.137334	-93.076226	341.740196	120.000000	35.114394
0.024964	0.011738	0.494602	1.037427	1.149298	64.510118	--	0.000000	--
0.047007	-0.000490	-0.013778	-0.207194	0.207652	-93.804493	290.663054	120.000000	41.284917
0.046584	-0.000384	-0.010528	-0.173292	0.173612	-93.476581	314.250841	120.000000	38.186055
0.025102	0.011636	0.500122	1.043887	1.157507	64.401091	89.532108	120.000000	134.030129
0.046305	-0.000284	-0.007321	-0.149400	0.149579	-92.805348	332.684214	120.000000	36.070242
0.029091	-0.000017	0.000912	1.078051	1.078051	89.951529	--	0.000000	--
0.025294	0.011579	0.502932	1.040804	1.155947	64.209487	89.572290	120.000000	133.970003
0.046458	-0.000303	-0.007105	-0.161635	0.161791	-92.516827	324.661632	120.000000	36.961559
0.046385	-0.000272	-0.004485	-0.156730	0.156794	-91.639084	329.121896	120.000000	36.460655
0.046732	-0.000432	-0.012939	-0.184595	0.185048	-94.009388	304.981554	120.000000	39.346642
0.026629	0.001138	0.046200	1.260212	1.261058	87.900436	91.634497	120.000000	130.955049
0.046906	-0.000464	-0.012048	-0.195680	0.196051	-93.523344	298.927298	120.000000	40.143540
0.026527	0.000939	0.038744	1.273264	1.273854	88.257107	92.086045	120.000000	130.312904
0.037256	-0.000102	-0.000043	0.503678	0.503678	90.004935	184.492073	120.000000	65.043445
0.026140	0.000716	0.024954	1.307573	1.307811	88.906701	92.243895	120.000000	130.089910
0.037159	-0.000079	0.001480	0.510388	0.510390	89.833830	183.412073	120.000000	65.426446
0.025680	0.000681	0.023945	1.340215	1.340429	88.976418	90.631761	120.000000	132.403915
0.025551	0.000584	0.020219	1.351422	1.351573	89.142859	90.511268	120.000000	132.580177
0.037078	-0.000017	0.000163	0.516474	0.516474	89.981941	--	0.000000	--
0.036980	0.000017	0.000281	0.523328	0.523328	89.969210	--	0.000000	--
0.037045	0.000017	0.000281	0.517048	0.517048	89.968890	--	0.000000	--
0.036851	0.000017	0.000293	0.530190	0.530190	89.968359	--	0.000000	--
0.025458	0.000409	0.013116	1.359773	1.359836	89.447338	90.952743	120.000000	131.936647
0.025255	0.000229	0.004014	1.376135	1.376140	89.832885	89.715938	120.000000	133.755498
0.025324	0.000291	0.006678	1.369272	1.369289	89.720555	90.238978	120.000000	132.980229
0.036786	0.000017	0.000293	0.536557	0.536557	89.968679	--	0.000000	--
0.025227	0.000115	-0.001410	1.376851	1.376852	90.058694	89.386420	120.000000	134.248581
0.033847	0.000084	-0.000567	0.736540	0.736540	90.044087	142.683753	120.000000	84.102077
0.025276	0.000079	-0.001847	1.373416	1.373417	90.077036	89.550416	120.000000	134.002727
0.033799	0.000136	0.000949	0.740743	0.740744	89.926562	142.400055	120.000000	84.269630
0.033555	0.000079	-0.001403	0.756690	0.756691	90.106212	139.983515	120.000000	85.724380
0.025454	0.000017	-0.000084	1.359186	1.359186	90.003561	--	0.000000	--
0.033701	0.000130	0.000927	0.745890	0.745891	89.928803	141.737379	120.000000	84.663623
0.025373	0.000078	-0.002609	1.365887	1.365889	90.109450	89.920705	120.000000	133.450911
0.025487	-0.000017	-0.000002	1.357539	1.357539	90.000074	--	0.000000	--
0.033604	0.000107	0.000070	0.753004	0.753004	89.994648	140.690716	120.000000	85.293474
0.033945	0.000102	0.000380	0.729791	0.729791	89.970180	143.714943	120.000000	83.498624
0.025568	-0.000078	0.002461	1.350699	1.350701	89.895616	91.041556	120.000000	131.807940
0.034091	0.000112	0.000309	0.720444	0.720444	89.975407	144.917614	120.000000	82.805669
0.025616	-0.000112	0.001399	1.346301	1.346302	89.940444	91.227300	120.000000	131.539572
0.033993	0.000136	0.000953	0.726904	0.726905	89.924850	144.187815	120.000000	83.224786
0.025665	-0.000084	0.001684	1.343151	1.343152	89.928171	91.419593	120.000000	131.262890
0.025860	-0.000084	0.001979	1.327742	1.327744	89.914594	92.303854	120.000000	130.005406
0.034383	0.000136	0.001068	0.699274	0.699275	89.912508	147.869410	120.000000	81.152687
0.025909	-0.000112	0.001738	1.324755	1.324756	89.924825	92.458763	120.000000	129.787589
0.025779	-0.000017	0.000453	1.334634	1.334634	89.980564	--	0.000000	--
0.034286	0.000112	0.000316	0.705502	0.705502	89.974301	146.882049	120.000000	81.698207
0.034188	0.000107	-0.000130	0.713171	0.713171	90.010469	145.792270	120.000000	82.308890
0.034480	0.000136	0.001001	0.693790	0.693791	89.917370	148.782887	120.000000	80.654437
0.026006	-0.000166	-0.001185	1.316421	1.316422	90.051558	92.756589	120.000000	129.370863
0.034578	0.000136	0.000969	0.685584	0.685585	89.918988	150.173005	120.000000	79.907837
0.026055	-0.000193	-0.001681	1.312989	1.312990	90.073350	92.921056	120.000000	129.141881
0.026158	-0.000258	-0.004620	1.304492	1.304500	90.202928	93.222812	120.000000	128.723858
0.026215	-0.000286	-0.004796	1.300991	1.301000	90.211219	93.410287	120.000000	128.465508
0.034675	0.000136	0.000977	0.680346	0.680347	89.917724	151.072231	120.000000	79.432202
0.034773	0.000136	0.000914	0.672206	0.672207	89.922131	152.466399	120.000000	78.705866
0.034870	0.000136	0.000943	0.666534	0.666535	89.918932	153.459177	120.000000	78.196692
0.048072	-0.000476	-0.014054	-0.291241	0.291580	-92.762650	247.646768	120.000000	48.456114
0.034967	0.000112	0.000521	0.659862	0.659862	89.954765	154.549740	120.000000	77.644906
0.035065	0.000131	0.001075	0.652003	0.652003	89.905517	156.042863	120.000000	76.901947
0.001960	0.032030	0.092866	0.376240	0.387531	76.135040	--	0.000000	--
0.033052	-0.000017	0.000633	0.790833	0.790834	89.954126	--	0.000000	--
0.004670	0.030435	-0.025378	0.470940	0.471623	93.084545	--	0.000000	--
0.035162	0.000136	0.001168	0.646850	0.646851	89.896537	156.978014	120.000000	76.443826
0.092198	-0.059111	-0.397957	-0.624668	0.740662	-122.500000	--	0.000000	--
0.035260	0.000136	0.001247	0.638722	0.638723	89.888143	158.451690	120.000000	75.732862
0.035406	0.000084	-0.000321	0.629678	0.629678	90.029201	159.788843	120.000000	75.099111
0.035357	0.000136	0.001231	0.633762	0.633763	89.888674	159.345612	120.000000	75.308004
0.036656	0.000017	0.000383	0.543741	0.543741	89.959657	--	0.000000	--
0.035844	0.000112	0.000368	0.600691	0.600691	89.964856	165.285549	120.000000	72.601628
0.090456	-0.056523	-0.245213	-0.357972	0.433905	-124.411384	--	0.000000	--
0.091163	-0.058077	-0.011363	0.007007	0.013350	148.337470	--	0.000000	--
0.032370	-0.000017	0.000867	0.838527	0.838528	89.940788	--	0.000000	--
0.090409	-0.057045	-0.244289	-0.358139	0.433521	-124.298157	--	0.000000	--
0.090539	-0.055482	-0.245670	-0.366173	0.440950	-123.858125	--	0.000000	--
0.090577	-0.054965	-0.251128	-0.366151	0.443996	-124.444679	--	0.000000	--
0.036260	0.000279	0.010776	0.571441	0.571542	88.919704	168.962606	120.000000	71.021632
0.036371	0.000211	0.006160	0.563930	0.563964	89.374148	172.645730	120.000000	69.506497
0.035942	0.000166	0.003614	0.593092	0.593103	89.650871	167.364744	120.000000	71.699689
0.036348	0.000283	0.009970	0.565888	0.565976	88.990619	170.393015	120.000000	70.425422
0.035503	0.000102	0.000681	0.623141	0.623141	89.937427	161.176390	120.000000	74.452592
0.092484	-0.050212	-0.019315	0.009722	0.021624	153.282539	--	0.000000	--
0.036098	0.000284	0.011251	0.583549	0.583658	88.895470	166.503284	120.000000	72.070651
0.092499	-0.049180	-0.019369	0.009199	0.021443	154.595331	--	0.000000	--
0.035747	0.000136	0.000957	0.607130	0.607130	89.909716	164.194314	120.000000	73.084139
0.036017	0.000272	0.009890	0.588584	0.588667	89.037346	166.243026	120.000000	72.183479
0.092472	-0.050731	-0.019251	0.009728	0.021569	153.192496	--	0.000000	--
0.091054	-0.054170	-0.246242	-0.373594	0.447446	-123.389523	--	0.000000	--
0.036429	0.000112	0.000770	0.560589	0.560589	89.921283	173.086075	120.000000	69.329667
0.035649	0.000136	0.000972	0.612658	0.612659	89.909094	163.167633	120.000000	73.543998
0.091522	-0.053375	-0.247898	-0.376953	0.451162	-123.330340	--	0.000000	--
0.092500	-0.048665	-0.019442	0.009193	0.021506	154.694790	--	0.000000	--
0.035552	0.000136	0.001160	0.620745	0.620746	89.892888	161.709513	120.000000	74.207137
0.091986	-0.052573	-0.242737	-0.384324	0.454561	-122.276281	--	0.000000	--
0.092440	-0.051770	-0.244297	-0.387662	0.458217	-122.218307	--	0.000000	--
0.036526	0.000131	0.001230	0.552703	0.552705	89.872463	174.740732	120.000000	68.673170
0.036575	0.000102	0.000675	0.550193	0.550193	89.929672	175.126328	120.000000	68.521964
0.094083	-0.043869	-0.133693	-0.232656	0.268333	-119.883317	--	0.000000	--
0.094028	-0.042849	-0.133438	-0.238283	0.273102	-119.248764	--	0.000000	--
0.094105	-0.044382	-0.133101	-0.232531	0.267930	-119.786971	--	0.000000	--
0.048668	-0.000608	-0.017197	-0.343550	0.343981	-92.865714	226.050327	120.000000	53.085524
0.092922	-0.047857	-0.019250	0.008875	0.021197	155.247931	--	0.000000	--
0.048456	-0.000480	-0.014946	-0.327311	0.327652	-92.614429	233.421386	120.000000	51.409171
0.048251	-0.000416	-0.010475	-0.306366	0.306545	-91.958307	243.517915	120.000000	49.277689
0.093335	-0.047044	-0.019070	0.008567	0.020906	155.807742	--	0.000000	--
0.048355	-0.000417	-0.008469	-0.317629	0.317742	-91.527388	240.499407	120.000000	49.896173
0.093997	-0.042342	-0.136773	-0.238815	0.275207	-119.800425	--	0.000000	--
0.093744	-0.046228	-0.018861	0.008254	0.020588	156.364968	--	0.000000	--
0.039010	-0.000078	0.000877	0.383519	0.383520	89.869018	220.517949	120.000000	54.417339
0.049006	-0.000609	-0.019878	-0.365526	0.366066	-93.112829	216.792429	120.000000	55.352486
0.049579	-0.001175	-0.039316	-0.423161	0.424983	-95.308145	187.210676	120.000000	64.098908
0.094142	-0.045408	-0.018667	0.007951	0.020289	156.928934	--	0.000000	--
0.038815	-0.000084	0.000502	0.397172	0.397172	89.927639	216.009421	120.000000	55.553132
0.049382	-0.000831	-0.029028	-0.404148	0.405189	-94.108206	198.289882	120.000000	60.517460
0.049320	-0.000681	-0.022018	-0.401578	0.402181	-93.138337	204.156252	120.000000	58.778509
0.049191	-0.000616	-0.012775	-0.387625	0.387836	-91.887645	214.445147	120.000000	55.958366
0.095245	-0.037549	-0.023106	0.005634	0.023783	166.297751	--	0.000000	--
0.095126	-0.036547	-0.023032	0.004830	0.023533	168.157018	--	0.000000	--
0.026355	-0.000219	-0.002438	1.288423	1.288425	90.108410	94.275313	120.000000	127.286769
0.094617	-0.035873	-0.044111	-0.051245	0.067615	-130.721554	--	0.000000	--
0.095301	-0.038054	-0.023067	0.005638	0.023746	166.266328	--	0.000000	--
0.076770	0.009199	0.036576	-0.072666	0.081352	-63.281667	--	0.000000	--
0.094362	-0.041519	-0.133136	-0.243336	0.277376	-118.684391	--	0.000000	--
0.073993	0.012743	0.055002	-0.078723	0.096035	-55.058729	--	0.000000	--
0.094550	-0.035376	-0.044873	-0.051481	0.068293	-131.077011	--	0.000000	--
0.072646	0.013889	0.061029	-0.072270	0.094591	-49.820534	--	0.000000	--
0.094722	-0.040695	-0.133778	-0.245907	0.279940	-118.547018	--	0.000000	--
0.069837	0.014847	0.080252	-0.077163	0.111331	-43.875857	--	0.000000	--
0.095072	-0.039866	-0.129952	-0.250353	0.282072	-117.432750	--	0.000000	--
0.068376	0.014652	0.083425	-0.091749	0.124007	-47.720543	--	0.000000	--
0.095418	-0.039035	-0.130515	-0.252889	0.284582	-117.298121	--	0.000000	--
0.066079	0.014368	0.104050	-0.091374	0.138476	-41.288932	--	0.000000	--
0.057168	0.014774	0.196109	-0.132262	0.236541	-33.997033	--	0.000000	--
0.096276	-0.024899	-0.026057	-0.024260	0.035602	-137.045009	--	0.000000	--
0.095952	-0.027063	-0.027441	-0.023206	0.035937	-139.780110	--	0.000000	--
